,chrom,start,end,expHops,bgHops,norm_bgHops,pValue,negLog10pValue,rejected,corrected_pValue,negLog10corrected,,Nearby gene,
16296,chr20,47607783,47623207,125,129,96.63439909,0.00317791,2.497858366,TRUE,0.011511929,1.938851913,,,
14518,chr2,134764079,135031122,108,109,81.80736047,0.003203848,2.494328102,TRUE,0.011604521,1.935372769,,,
29380,chr9,104935151,105054732,96,95,71.42843344,0.003205419,2.494115246,TRUE,0.011608844,1.935211028,,,
8688,chr14,98823919,99004443,83,80,60.30815447,0.003213663,2.492999708,TRUE,0.011635962,1.9341977,,,
28727,chr9,20685708,20862520,83,80,60.30815447,0.003213663,2.492999708,TRUE,0.011635962,1.9341977,,,
7275,chr13,64640859,64946791,102,102,76.61789695,0.003218514,2.492344544,TRUE,0.011650787,1.933644723,,,
22362,chr5,91788189,91953699,102,102,76.61789695,0.003218514,2.492344544,TRUE,0.011650787,1.933644723,,,
811,chr1,113206418,113206422,21,13,10.6375751,0.003227536,2.491128932,TRUE,0.011651919,1.933602537,,,
1521,chr1,156558876,156558906,21,13,10.6375751,0.003227536,2.491128932,TRUE,0.011651919,1.933602537,,,
3502,chr10,91556810,91557107,21,13,10.6375751,0.003227536,2.491128932,TRUE,0.011651919,1.933602537,,,
4611,chr11,74139180,74146554,21,13,10.6375751,0.003227536,2.491128932,TRUE,0.011651919,1.933602537,,,
8304,chr14,68047773,68048132,21,13,10.6375751,0.003227536,2.491128932,TRUE,0.011651919,1.933602537,,,
8323,chr14,68210520,68211529,21,13,10.6375751,0.003227536,2.491128932,TRUE,0.011651919,1.933602537,,,
10296,chr16,53949944,53952575,21,13,10.6375751,0.003227536,2.491128932,TRUE,0.011651919,1.933602537,,,
11629,chr17,61800529,61800736,21,13,10.6375751,0.003227536,2.491128932,TRUE,0.011651919,1.933602537,,,
12635,chr18,67360208,67365264,21,13,10.6375751,0.003227536,2.491128932,TRUE,0.011651919,1.933602537,,,
13093,chr19,44741490,44753081,21,13,10.6375751,0.003227536,2.491128932,TRUE,0.011651919,1.933602537,,,
14727,chr2,153071580,153163036,21,13,10.6375751,0.003227536,2.491128932,TRUE,0.011651919,1.933602537,,,
17452,chr22,26772415,26801407,21,13,10.6375751,0.003227536,2.491128932,TRUE,0.011651919,1.933602537,,,
17820,chr3,5113469,5194506,60,54,41.03300427,0.003227298,2.491160949,TRUE,0.011651919,1.933602537,,,
18930,chr3,129909397,129931500,21,13,10.6375751,0.003227536,2.491128932,TRUE,0.011651919,1.933602537,,,
19226,chr3,158725504,158727347,21,13,10.6375751,0.003227536,2.491128932,TRUE,0.011651919,1.933602537,,,
20603,chr4,94760334,94767014,21,13,10.6375751,0.003227536,2.491128932,TRUE,0.011651919,1.933602537,,,
20807,chr4,114326386,114326397,21,13,10.6375751,0.003227536,2.491128932,TRUE,0.011651919,1.933602537,,,
22750,chr5,135415690,135610011,60,54,41.03300427,0.003227298,2.491160949,TRUE,0.011651919,1.933602537,,,
27712,chr8,92040387,92052877,21,13,10.6375751,0.003227536,2.491128932,TRUE,0.011651919,1.933602537,,,
28361,chr8,127810298,127811814,21,13,10.6375751,0.003227536,2.491128932,TRUE,0.011651919,1.933602537,,,
28788,chr9,32572507,32579839,21,13,10.6375751,0.003227536,2.491128932,TRUE,0.011651919,1.933602537,,,
28821,chr9,36398069,36401897,21,13,10.6375751,0.003227536,2.491128932,TRUE,0.011651919,1.933602537,,,
30680,chrX,150569317,150580490,21,13,10.6375751,0.003227536,2.491128932,TRUE,0.011651919,1.933602537,,,
19523,chr3,181950573,182212500,130,135,101.0825107,0.003230537,2.490725343,TRUE,0.011660017,1.933300835,,,
25565,chr7,3932445,4575542,130,135,101.0825107,0.003230537,2.490725343,TRUE,0.011660017,1.933300835,,,
1255,chr1,148070220,148077698,35,27,21.01650213,0.003236593,2.489911852,TRUE,0.0116764,1.932691046,,,
14405,chr2,120121855,120228667,35,27,21.01650213,0.003236593,2.489911852,TRUE,0.0116764,1.932691046,,,
20388,chr4,74624410,74625085,35,27,21.01650213,0.003236593,2.489911852,TRUE,0.0116764,1.932691046,,,
26872,chr7,152447248,152465196,35,27,21.01650213,0.003236593,2.489911852,TRUE,0.0116764,1.932691046,,,
2038,chr1,202727639,202802878,50,43,32.87813303,0.003242371,2.489137348,TRUE,0.011693129,1.932069257,,,
5345,chr12,27874661,27977536,50,43,32.87813303,0.003242371,2.489137348,TRUE,0.011693129,1.932069257,,,
25432,chr6_GL000256v2_alt,1365772,1465284,50,43,32.87813303,0.003242371,2.489137348,TRUE,0.011693129,1.932069257,,,
17107,chr21,31268871,31502122,68,63,47.70517165,0.003278736,2.484293526,TRUE,0.011822891,1.927276327,,,
8873,chr15,25366070,25481394,34,26,20.2751502,0.003302102,2.481209551,TRUE,0.011898779,1.924497585,,,
10606,chr16,85457850,85465626,34,26,20.2751502,0.003302102,2.481209551,TRUE,0.011898779,1.924497585,,,
11356,chr17,58997548,58999071,34,26,20.2751502,0.003302102,2.481209551,TRUE,0.011898779,1.924497585,,,
26494,chr7,116274459,116317164,34,26,20.2751502,0.003302102,2.481209551,TRUE,0.011898779,1.924497585,,,
26652,chr7,131522634,131619125,34,26,20.2751502,0.003302102,2.481209551,TRUE,0.011898779,1.924497585,,,
29437,chr9,107749575,107757216,34,26,20.2751502,0.003302102,2.481209551,TRUE,0.011898779,1.924497585,,,
2838,chr10,26379737,26859780,155,165,123.3230686,0.003318204,2.479096938,TRUE,0.011955402,1.922435823,,,
563,chr1,92990537,93001178,22,14,11.37892703,0.003341463,2.476063294,TRUE,0.012008274,1.920519401,,,
2510,chr10,3468359,3468679,22,14,11.37892703,0.003341463,2.476063294,TRUE,0.012008274,1.920519401,,,
4070,chr11,14890887,14892580,22,14,11.37892703,0.003341463,2.476063294,TRUE,0.012008274,1.920519401,,,
4150,chr11,28343401,28343465,22,14,11.37892703,0.003341463,2.476063294,TRUE,0.012008274,1.920519401,,,
5230,chr12,15590482,15601320,22,14,11.37892703,0.003341463,2.476063294,TRUE,0.012008274,1.920519401,,,
7316,chr13,70668424,70668605,22,14,11.37892703,0.003341463,2.476063294,TRUE,0.012008274,1.920519401,,,
8763,chr14,103260107,103260585,22,14,11.37892703,0.003341463,2.476063294,TRUE,0.012008274,1.920519401,,,
9509,chr15,87477895,87478792,22,14,11.37892703,0.003341463,2.476063294,TRUE,0.012008274,1.920519401,,,
10480,chr16,75555437,75565080,22,14,11.37892703,0.003341463,2.476063294,TRUE,0.012008274,1.920519401,,,
15973,chr20,22794678,22836378,22,14,11.37892703,0.003341463,2.476063294,TRUE,0.012008274,1.920519401,,,
16688,chr20,54082209,54082681,22,14,11.37892703,0.003341463,2.476063294,TRUE,0.012008274,1.920519401,,,
16902,chr20,64229628,64289394,22,14,11.37892703,0.003341463,2.476063294,TRUE,0.012008274,1.920519401,,,
18189,chr3,49445654,49472369,22,14,11.37892703,0.003341463,2.476063294,TRUE,0.012008274,1.920519401,,,
18489,chr3,75290298,75393378,22,14,11.37892703,0.003341463,2.476063294,TRUE,0.012008274,1.920519401,,,
19172,chr3,153257610,153262089,22,14,11.37892703,0.003341463,2.476063294,TRUE,0.012008274,1.920519401,,,
20074,chr4,31769630,31839341,22,14,11.37892703,0.003341463,2.476063294,TRUE,0.012008274,1.920519401,,,
21514,chr5,10310171,10310780,22,14,11.37892703,0.003341463,2.476063294,TRUE,0.012008274,1.920519401,,,
22526,chr5,112164751,112166804,22,14,11.37892703,0.003341463,2.476063294,TRUE,0.012008274,1.920519401,,,
23241,chr6,3407312,3426119,22,14,11.37892703,0.003341463,2.476063294,TRUE,0.012008274,1.920519401,,,
26691,chr7,134548631,134589261,22,14,11.37892703,0.003341463,2.476063294,TRUE,0.012008274,1.920519401,,,
27915,chr8,100748610,100775543,22,14,11.37892703,0.003341463,2.476063294,TRUE,0.012008274,1.920519401,,,
30647,chrX,143769490,143815305,22,14,11.37892703,0.003341463,2.476063294,TRUE,0.012008274,1.920519401,,,
14958,chr2,173050119,173160016,95,94,70.68708151,0.003353467,2.474506007,TRUE,0.012050003,1.919012829,,,
44,chr1,8206408,8314260,33,25,19.53379827,0.003362959,2.473278461,TRUE,0.01207847,1.917988082,,,
3060,chr10,50433482,50469938,33,25,19.53379827,0.003362959,2.473278461,TRUE,0.01207847,1.917988082,,,
23113,chr5_GL339449v2_alt,113110,114124,33,25,19.53379827,0.003362959,2.473278461,TRUE,0.01207847,1.917988082,,,
24194,chr6,85591625,85596803,33,25,19.53379827,0.003362959,2.473278461,TRUE,0.01207847,1.917988082,,,
107,chr1,16592113,16608365,49,42,32.1367811,0.00336642,2.472831717,TRUE,0.01208244,1.91784536,,,
3372,chr10,80720859,80794252,49,42,32.1367811,0.00336642,2.472831717,TRUE,0.01208244,1.91784536,,,
5338,chr12,27591552,27638351,59,53,40.29165234,0.003365311,2.472974807,TRUE,0.01208244,1.91784536,,,
25381,chr6_GL000255v2_alt,1320295,1394319,49,42,32.1367811,0.00336642,2.472831717,TRUE,0.01208244,1.91784536,,,
28403,chr8,130641934,130922415,49,42,32.1367811,0.00336642,2.472831717,TRUE,0.01208244,1.91784536,,,
29894,chrUn_KI270742v1,117,2783,49,42,32.1367811,0.00336642,2.472831717,TRUE,0.01208244,1.91784536,,,
7475,chr13,98988598,99241943,129,134,100.3411587,0.003375181,2.471702891,TRUE,0.012112473,1.916767183,,,
81,chr1,12483291,12485813,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
87,chr1,13400337,13697985,67,62,46.96381972,0.003425295,2.465301982,TRUE,0.012191928,1.913927598,,,
174,chr1,23853817,23853847,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
1145,chr1,145149867,145160477,32,24,18.79244634,0.003418179,2.466205177,TRUE,0.012191928,1.913927598,,,
1193,chr1,146058904,146059239,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
1368,chr1,149834803,149835052,23,15,12.12027896,0.003429017,2.464830363,TRUE,0.012191928,1.913927598,,,
2696,chr10,12195197,12198399,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
3304,chr10,73883172,73892928,23,15,12.12027896,0.003429017,2.464830363,TRUE,0.012191928,1.913927598,,,
3392,chr10,82478485,82478489,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
3739,chr10,112778642,112779421,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
3987,chr11,4137001,4137005,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
4243,chr11,38680350,38680901,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
4503,chr11,67604106,67604110,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
5145,chr12,9953989,9953993,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
5608,chr12,51455009,51455013,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
5830,chr12,63877970,63877974,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
6024,chr12,75978367,75978691,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
6821,chr13,24203747,24203946,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
7183,chr13,49019023,49020015,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
7347,chr13,75704999,75705724,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
7495,chr13,106471992,106474394,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
8564,chr14,88829416,88829567,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
8819,chr14_KI270845v1_alt,4466,142667,32,24,18.79244634,0.003418179,2.466205177,TRUE,0.012191928,1.913927598,,,
9049,chr15,50883551,50884870,23,15,12.12027896,0.003429017,2.464830363,TRUE,0.012191928,1.913927598,,,
9112,chr15,55304242,55304246,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
9886,chr16,3155213,3166663,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
10256,chr16,47864669,47864673,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
11158,chr17,45702808,45714673,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
11957,chr17,80791880,80792211,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
12001,chr17_GL000258v2_alt,159040,162569,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
12139,chr18,1302117,1302676,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
12811,chr19,14758557,14761981,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
13153,chr19,51044446,51044450,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
14728,chr2,153163709,153166581,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
14955,chr2,172954615,172954997,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
15237,chr2,197916412,197922218,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
16242,chr20,47373001,47373218,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
16358,chr20,48284347,48295202,32,24,18.79244634,0.003418179,2.466205177,TRUE,0.012191928,1.913927598,,,
17124,chr21,33684219,33685603,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
17323,chr21,43520692,43586133,23,15,12.12027896,0.003429017,2.464830363,TRUE,0.012191928,1.913927598,,,
17370,chr21_KI270873v1_alt,91244,91278,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
17412,chr22,19693564,20015838,67,62,46.96381972,0.003425295,2.465301982,TRUE,0.012191928,1.913927598,,,
17498,chr22,30977796,31028098,23,15,12.12027896,0.003429017,2.464830363,TRUE,0.012191928,1.913927598,,,
17538,chr22,34683922,34683952,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
17922,chr3,14986953,14990110,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
17949,chr3,17424377,17424856,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
18953,chr3,132029923,132030146,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
19301,chr3,162696682,162697071,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
19504,chr3,180276247,180277064,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
19660,chr3,191236987,191237457,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
19692,chr3,193783783,193820408,23,15,12.12027896,0.003429017,2.464830363,TRUE,0.012191928,1.913927598,,,
20223,chr4,48293102,48293132,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
21476,chr5,2802755,2803729,23,15,12.12027896,0.003429017,2.464830363,TRUE,0.012191928,1.913927598,,,
21534,chr5,11712533,11714046,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
21925,chr5,43604375,43610746,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
23069,chr5,177304474,177389560,23,15,12.12027896,0.003429017,2.464830363,TRUE,0.012191928,1.913927598,,,
23188,chr5_KI270897v1_alt,809518,809697,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
23590,chr6,26323570,26333546,32,24,18.79244634,0.003418179,2.466205177,TRUE,0.012191928,1.913927598,,,
24039,chr6,67372019,67380385,23,15,12.12027896,0.003429017,2.464830363,TRUE,0.012191928,1.913927598,,,
24909,chr6,147640860,147642457,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
25166,chr6_GL000250v2_alt,3716690,3728174,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
25339,chr6_GL000254v2_alt,1308823,1310556,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
26184,chr7,91358048,91358231,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
26273,chr7,99210305,99211777,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
26533,chr7,117651272,117651711,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
26670,chr7,132321721,132387422,32,24,18.79244634,0.003418179,2.466205177,TRUE,0.012191928,1.913927598,,,
26875,chr7,152575490,152584887,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
27136,chr8,26307551,26308282,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
27322,chr8,53524191,53551520,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
27427,chr8,66383707,66430345,32,24,18.79244634,0.003418179,2.466205177,TRUE,0.012191928,1.913927598,,,
27587,chr8,86289970,86290590,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
28352,chr8,127317690,127341940,23,15,12.12027896,0.003429017,2.464830363,TRUE,0.012191928,1.913927598,,,
28538,chr8_KI270814v1_alt,73550,94751,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
28850,chr9,38698143,38758038,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
28992,chr9,77494423,77496442,23,15,12.12027896,0.003429017,2.464830363,TRUE,0.012191928,1.913927598,,,
29683,chr9,126802185,126802625,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
29834,chrUn_GL000195v1,66223,67123,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
30029,chrX,15823366,15831702,23,15,12.12027896,0.003429017,2.464830363,TRUE,0.012191928,1.913927598,,,
30042,chrX,17496695,17497415,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
30176,chrX,45199121,45202620,12,5,4.706759655,0.003427631,2.465005933,TRUE,0.012191928,1.913927598,,,
5090,chr12,3863960,3874937,31,23,18.05109441,0.003466654,2.460089485,TRUE,0.012304423,1.909938745,,,
6911,chr13,30615740,30619301,31,23,18.05109441,0.003466654,2.460089485,TRUE,0.012304423,1.909938745,,,
7899,chr14,40206264,40221782,31,23,18.05109441,0.003466654,2.460089485,TRUE,0.012304423,1.909938745,,,
11074,chr17,36280727,36285298,31,23,18.05109441,0.003466654,2.460089485,TRUE,0.012304423,1.909938745,,,
12113,chr17_KI270908v1_alt,940022,988019,31,23,18.05109441,0.003466654,2.460089485,TRUE,0.012304423,1.909938745,,,
12401,chr18,28622752,28693479,31,23,18.05109441,0.003466654,2.460089485,TRUE,0.012304423,1.909938745,,,
12810,chr19,14623056,14758300,31,23,18.05109441,0.003466654,2.460089485,TRUE,0.012304423,1.909938745,,,
18194,chr3,50520548,51388260,154,164,122.5817167,0.003461645,2.46071748,TRUE,0.012304423,1.909938745,,,
19018,chr3,141292732,141308954,31,23,18.05109441,0.003466654,2.460089485,TRUE,0.012304423,1.909938745,,,
22960,chr5,168594052,168642860,31,23,18.05109441,0.003466654,2.460089485,TRUE,0.012304423,1.909938745,,,
23549,chr6,24714796,24722286,31,23,18.05109441,0.003466654,2.460089485,TRUE,0.012304423,1.909938745,,,
24663,chr6,131259777,131311402,31,23,18.05109441,0.003466654,2.460089485,TRUE,0.012304423,1.909938745,,,
28400,chr8,130529833,130542540,31,23,18.05109441,0.003466654,2.460089485,TRUE,0.012304423,1.909938745,,,
30100,chrX,30594034,30655103,31,23,18.05109441,0.003466654,2.460089485,TRUE,0.012304423,1.909938745,,,
30103,chrX,30877966,30918099,31,23,18.05109441,0.003466654,2.460089485,TRUE,0.012304423,1.909938745,,,
1006,chr1,120058937,120059313,24,16,12.86163089,0.003492781,2.456828596,TRUE,0.012368626,1.907678536,,,
3943,chr10_GL383545v1_alt,10174,101338,24,16,12.86163089,0.003492781,2.456828596,TRUE,0.012368626,1.907678536,,,
8281,chr14,67440668,67442776,24,16,12.86163089,0.003492781,2.456828596,TRUE,0.012368626,1.907678536,,,
10106,chr16,20674204,20685508,24,16,12.86163089,0.003492781,2.456828596,TRUE,0.012368626,1.907678536,,,
12556,chr18,55718463,55754390,24,16,12.86163089,0.003492781,2.456828596,TRUE,0.012368626,1.907678536,,,
14128,chr2,75705915,75709949,24,16,12.86163089,0.003492781,2.456828596,TRUE,0.012368626,1.907678536,,,
14189,chr2,86621032,86630559,24,16,12.86163089,0.003492781,2.456828596,TRUE,0.012368626,1.907678536,,,
14251,chr2,99611253,99636452,24,16,12.86163089,0.003492781,2.456828596,TRUE,0.012368626,1.907678536,,,
18143,chr3,42799097,42805206,24,16,12.86163089,0.003492781,2.456828596,TRUE,0.012368626,1.907678536,,,
18491,chr3,75393430,75439597,24,16,12.86163089,0.003492781,2.456828596,TRUE,0.012368626,1.907678536,,,
19701,chr3,194138707,194140188,24,16,12.86163089,0.003492781,2.456828596,TRUE,0.012368626,1.907678536,,,
20965,chr4,138243515,138262443,24,16,12.86163089,0.003492781,2.456828596,TRUE,0.012368626,1.907678536,,,
23273,chr6,6749189,6761199,24,16,12.86163089,0.003492781,2.456828596,TRUE,0.012368626,1.907678536,,,
24192,chr6,85565860,85591386,24,16,12.86163089,0.003492781,2.456828596,TRUE,0.012368626,1.907678536,,,
24828,chr6,140486341,140497489,24,16,12.86163089,0.003492781,2.456828596,TRUE,0.012368626,1.907678536,,,
24893,chr6,145591606,145603576,24,16,12.86163089,0.003492781,2.456828596,TRUE,0.012368626,1.907678536,,,
25357,chr6_GL000254v2_alt,3191651,3250233,24,16,12.86163089,0.003492781,2.456828596,TRUE,0.012368626,1.907678536,,,
26301,chr7,101093145,101138297,24,16,12.86163089,0.003492781,2.456828596,TRUE,0.012368626,1.907678536,,,
26588,chr7,124718050,124732696,24,16,12.86163089,0.003492781,2.456828596,TRUE,0.012368626,1.907678536,,,
28240,chr8,122783366,122783631,24,16,12.86163089,0.003492781,2.456828596,TRUE,0.012368626,1.907678536,,,
2416,chr1,241589421,241592204,30,22,17.30974248,0.003507139,2.455046973,TRUE,0.012410902,1.906196667,,,
5487,chr12,46208825,46209649,30,22,17.30974248,0.003507139,2.455046973,TRUE,0.012410902,1.906196667,,,
12012,chr17_GL000258v2_alt,710005,886559,30,22,17.30974248,0.003507139,2.455046973,TRUE,0.012410902,1.906196667,,,
13697,chr2,29539564,29611298,30,22,17.30974248,0.003507139,2.455046973,TRUE,0.012410902,1.906196667,,,
23872,chr6,47453027,47459611,30,22,17.30974248,0.003507139,2.455046973,TRUE,0.012410902,1.906196667,,,
28219,chr8,121426851,121427703,30,22,17.30974248,0.003507139,2.455046973,TRUE,0.012410902,1.906196667,,,
9763,chr15,101614326,101679704,58,52,39.55030041,0.003508931,2.454825113,TRUE,0.012414388,1.90607468,,,
27290,chr8,48501612,48621421,58,52,39.55030041,0.003508931,2.454825113,TRUE,0.012414388,1.90607468,,,
11402,chr17,59622686,59652080,74,70,52.89463516,0.003513209,2.454296029,TRUE,0.012428092,1.905595523,,,
28818,chr9,35951287,36300451,81,78,58.82545061,0.003516662,2.453869364,TRUE,0.012438878,1.905218779,,,
125,chr1,17599901,17875397,25,17,13.60298283,0.003535281,2.45157606,TRUE,0.012485078,1.903608743,,,
983,chr1,118557752,118576230,25,17,13.60298283,0.003535281,2.45157606,TRUE,0.012485078,1.903608743,,,
1624,chr1,169484207,169487679,25,17,13.60298283,0.003535281,2.45157606,TRUE,0.012485078,1.903608743,,,
2498,chr10,3198195,3248466,25,17,13.60298283,0.003535281,2.45157606,TRUE,0.012485078,1.903608743,,,
2530,chr10,3831851,3851325,29,21,16.56839055,0.003538243,2.451212293,TRUE,0.012485078,1.903608743,,,
3369,chr10,80436571,80442587,25,17,13.60298283,0.003535281,2.45157606,TRUE,0.012485078,1.903608743,,,
3668,chr10,103154578,103155306,25,17,13.60298283,0.003535281,2.45157606,TRUE,0.012485078,1.903608743,,,
4263,chr11,41779472,41785775,25,17,13.60298283,0.003535281,2.45157606,TRUE,0.012485078,1.903608743,,,
6003,chr12,75162928,75170575,29,21,16.56839055,0.003538243,2.451212293,TRUE,0.012485078,1.903608743,,,
6958,chr13,33310476,33317156,25,17,13.60298283,0.003535281,2.45157606,TRUE,0.012485078,1.903608743,,,
7759,chr14,32303302,32314397,29,21,16.56839055,0.003538243,2.451212293,TRUE,0.012485078,1.903608743,,,
8338,chr14,68404743,68446847,29,21,16.56839055,0.003538243,2.451212293,TRUE,0.012485078,1.903608743,,,
8594,chr14,91149512,91158498,29,21,16.56839055,0.003538243,2.451212293,TRUE,0.012485078,1.903608743,,,
9519,chr15,87754384,87806250,29,21,16.56839055,0.003538243,2.451212293,TRUE,0.012485078,1.903608743,,,
15634,chr2,230642520,230684485,29,21,16.56839055,0.003538243,2.451212293,TRUE,0.012485078,1.903608743,,,
20636,chr4,98254599,98268105,29,21,16.56839055,0.003538243,2.451212293,TRUE,0.012485078,1.903608743,,,
24754,chr6,137661856,137679982,25,17,13.60298283,0.003535281,2.45157606,TRUE,0.012485078,1.903608743,,,
25955,chr7,55534465,55556586,29,21,16.56839055,0.003538243,2.451212293,TRUE,0.012485078,1.903608743,,,
26675,chr7,132829016,132845156,25,17,13.60298283,0.003535281,2.45157606,TRUE,0.012485078,1.903608743,,,
27523,chr8,79935613,79939431,25,17,13.60298283,0.003535281,2.45157606,TRUE,0.012485078,1.903608743,,,
30583,chrX,132845694,132861261,25,17,13.60298283,0.003535281,2.45157606,TRUE,0.012485078,1.903608743,,,
380,chr1,48681381,48758131,28,20,15.82703862,0.003558416,2.448743258,TRUE,0.012524999,1.902222289,,,
5065,chr12,1044542,1050739,28,20,15.82703862,0.003558416,2.448743258,TRUE,0.012524999,1.902222289,,,
9849,chr16,1412446,1419628,26,18,14.34433476,0.003558918,2.448681977,TRUE,0.012524999,1.902222289,,,
11295,chr17,57369460,57372753,26,18,14.34433476,0.003558918,2.448681977,TRUE,0.012524999,1.902222289,,,
11444,chr17,59861563,59869798,28,20,15.82703862,0.003558416,2.448743258,TRUE,0.012524999,1.902222289,,,
11531,chr17,61219624,61219856,28,20,15.82703862,0.003558416,2.448743258,TRUE,0.012524999,1.902222289,,,
14377,chr2,113308271,113345309,28,20,15.82703862,0.003558416,2.448743258,TRUE,0.012524999,1.902222289,,,
15434,chr2,214065742,214076783,26,18,14.34433476,0.003558918,2.448681977,TRUE,0.012524999,1.902222289,,,
15989,chr20,24135391,24235939,26,18,14.34433476,0.003558918,2.448681977,TRUE,0.012524999,1.902222289,,,
15993,chr20,24649571,24649977,28,20,15.82703862,0.003558416,2.448743258,TRUE,0.012524999,1.902222289,,,
20534,chr4,87493353,87521111,26,18,14.34433476,0.003558918,2.448681977,TRUE,0.012524999,1.902222289,,,
21725,chr5,27242158,27278708,28,20,15.82703862,0.003558416,2.448743258,TRUE,0.012524999,1.902222289,,,
22218,chr5,73631205,73662956,28,20,15.82703862,0.003558416,2.448743258,TRUE,0.012524999,1.902222289,,,
22345,chr5,90307024,90309334,26,18,14.34433476,0.003558918,2.448681977,TRUE,0.012524999,1.902222289,,,
23220,chr6,1768162,1968744,117,120,89.96223171,0.003553856,2.449300139,TRUE,0.012524999,1.902222289,,,
